Date,WorkoutType,Title,HeartRateAverage,TimeTotalInHours,DistanceInMeters,Calories
2023-08-05,Swim,En piscine,123.0,1.061388888888889,2200.0,503.0
2023-08-08,Run,Saint-Mandé - Descending 400s,124.0,0.7461111111111111,5440.0,406.0
2023-08-11,Run,Vincennes - Zone 2 Run,141.0,1.0033333333333334,8250.0,652.0
2023-08-11,Swim,En piscine,140.0,0.3322222222222222,1025.0,233.0
2023-08-13,Bike,Vincennes - Race Pace Intervals,140.0,0.8216666666666667,23890.0,555.0
2023-08-13,Run,Vincennes - Brick Run Mile Repeats,145.0,0.6102777777777778,6060.0,460.0
2023-08-20,Swim,En piscine,140.0,1.2805555555555554,3400.0,791.0
2023-08-20,Bike,Copenhagen Cyclisme,150.0,6.309722222222222,177830.0,3183.0
2023-08-20,Run,Copenhagen Course à pied,133.0,3.154166666666667,22730.0,1722.0
2023-08-24,Run,Vincennes Course à pied,143.0,0.06108333333333334,580.0,46.0
2023-08-25,Swim,En piscine,125.0,0.5036111111111111,1250.0,270.0
2023-08-26,Bike,Vincennes Cyclisme,125.0,0.8783333333333333,17620.0,422.0
2023-08-26,Run,Vincennes Course à pied,149.0,0.5355555555555556,5440.0,415.0
2023-08-26,Bike,Paris Cyclisme,115.0,0.31305555555555553,5530.0,147.0
2023-08-27,Swim,En piscine,116.0,0.15483333333333332,550.0,78.0
2023-08-31,Swim,En piscine,119.0,0.6991666666666667,1950.0,422.0
2023-08-31,Run,Palermo Course à pied,144.0,2.248611111111111,16040.0,1396.0
2023-08-31,Run,Palermo Course à pied,149.0,0.7827777777777778,7040.0,528.0
2023-09-08,Run,Saint-Mandé Course à pied,134.0,0.6716666666666666,5680.0,414.0
2023-09-08,Bike,Vincennes Cyclisme,142.0,0.5747222222222222,14300.0,387.0
2023-09-11,Run,Course à pied sur tapis roulant,144.0,1.0058333333333334,8220.0,714.0
2023-09-13,Bike,Vélo d'intérieur,125.0,1.1341666666666668,0.0,553.0
2023-09-14,Run,Course à pied sur tapis roulant,134.0,0.14516666666666667,1000.0,98.0
2023-09-15,Swim,En piscine,121.0,1.1633333333333333,2825.0,536.0
2023-09-15,Run,Saint-Mandé Course à pied,144.0,1.0086111111111111,8690.0,670.0
2023-09-17,Run,Course à pied sur tapis roulant,147.0,1.0783333333333334,8470.0,767.0
2023-09-18,Bike,Vélo d'intérieur,134.0,2.0027777777777778,60000.0,1042.0
2023-09-20,Swim,En piscine,140.0,1.0966666666666667,2875.0,691.0
2023-09-21,Run,Course à pied sur tapis roulant,146.0,0.1547777777777778,1230.0,113.0
2023-09-22,Run,Course à pied sur tapis roulant,144.0,2.0008333333333335,16850.0,1263.0
2023-09-23,Swim,En piscine,106.0,0.07666666666666666,200.0,31.0
2023-09-23,Swim,En piscine,114.0,0.17,475.0,81.0
2023-09-23,Swim,En piscine,118.0,0.0751388888888889,200.0,39.0
2023-09-26,Bike,Vélo d'intérieur,157.0,0.3163888888888889,10600.0,255.0
2023-09-26,Run,Course à pied sur tapis roulant,143.0,0.22138888888888889,1640.0,164.0
2023-09-27,Swim,En piscine,118.0,0.1827777777777778,525.0,98.0
2023-09-27,Swim,En piscine,155.0,0.16275,450.0,129.0
2023-09-27,Swim,En piscine,151.0,0.07277777777777777,200.0,59.0
2023-09-27,Swim,En piscine,146.0,0.3763888888888889,1000.0,279.0
2023-09-28,Bike,Vélo d'intérieur,142.0,1.0008333333333332,32000.0,645.0
2023-09-28,Run,Course à pied sur tapis roulant,145.0,0.4533333333333333,2860.0,308.0
2023-09-29,Swim,En piscine,137.0,0.7441666666666666,2025.0,453.0
2023-09-30,Run,Course à pied sur tapis roulant,144.0,1.8922222222222222,16550.0,1250.0
2023-10-04,Swim,En piscine,137.0,0.6688888888888889,1800.0,439.0
2023-10-05,Bike,Vélo d'intérieur,139.0,0.4305555555555556,13000.0,283.0
2023-10-07,Run,Vincennes Course à pied,147.0,0.7258333333333333,0.0,560.0
2023-10-08,Bike,Vélo d'intérieur,141.0,1.2669444444444444,0.0,779.0
2023-10-10,Run,Course à pied sur tapis roulant,144.0,1.0080555555555555,8400.0,711.0
2023-10-12,Run,Course à pied sur tapis roulant,145.0,0.42777777777777776,2029.9999999999998,288.0
2023-10-13,Swim,En piscine,123.0,0.5213888888888889,1475.0,272.0
2023-10-14,Run,Course à pied sur tapis roulant,146.0,1.2658333333333334,11500.0,851.0
2023-10-15,Bike,Vélo d'intérieur,140.0,1.2572222222222222,40000.0,809.0
2023-10-16,Swim,En piscine,140.0,0.51,1350.0,353.0
2023-10-19,Swim,En piscine,148.0,0.5105555555555555,1500.0,388.0
2023-10-20,Bike,Vélo d'intérieur,133.0,1.0008333333333332,0.0,592.0
2023-10-22,Swim,En piscine,136.0,0.5105555555555555,1400.0,343.0
2023-10-22,Run,Course à pied sur tapis roulant,148.0,0.8766666666666667,8100.0,622.0
2023-10-24,Swim,En piscine,123.0,0.5022222222222222,1400.0,292.0
2023-10-25,Run,Course à pied sur tapis roulant,91.0,0.7161111111111111,70.0,182.0
2023-10-25,Bike,Vélo d'intérieur,140.0,0.9922222222222222,0.0,652.0
2023-10-26,Swim,En piscine,139.0,0.5061111111111111,1500.0,352.0
2023-10-26,Run,Course à pied sur tapis roulant,142.0,0.5244444444444445,4140.0,365.0
2023-10-28,Bike,Vélo d'intérieur,140.0,1.1919444444444445,0.0,791.0
2023-10-29,Run,Vincennes Course à pied,143.0,1.1141666666666667,10500.0,774.0
2023-10-30,Swim,En piscine,113.0,0.5027777777777778,1375.0,238.0
2023-10-31,Run,Course à pied sur tapis roulant,97.0,0.17583333333333334,910.0,57.0
2023-11-09,Swim,En piscine,92.0,0.2986111111111111,625.0,114.0
2023-11-09,Swim,En piscine,143.0,0.3858333333333333,1050.0,273.0
2023-11-09,Run,Course à pied sur tapis roulant,101.0,0.17694444444444443,20.0,65.0
2023-11-11,Run,Course à pied sur tapis roulant,142.0,0.25666666666666665,2360.0,182.0
2023-11-11,Swim,En piscine,142.0,0.16694444444444445,450.0,122.0
2023-11-12,Bike,Vélo d'intérieur,148.0,1.0005555555555556,0.0,696.0
2023-11-13,Run,Course à pied sur tapis roulant,112.0,0.7133333333333334,2770.0,282.0
2023-11-14,Swim,En piscine,136.0,0.23527777777777778,500.0,156.0
2023-11-14,Swim,En piscine,138.0,0.3738888888888889,925.0,232.0
2023-11-15,Swim,En piscine,132.0,0.25972222222222224,550.0,154.0
2023-11-15,Swim,En piscine,136.0,0.39944444444444444,1000.0,253.0
2023-11-15,Run,Course à pied sur tapis roulant,113.0,0.7986111111111112,510.0,313.0
2023-11-17,Run,Course à pied sur tapis roulant,142.0,0.5794444444444444,5600.0,403.0
2023-11-18,Run,Course à pied sur tapis roulant,151.0,1.0055555555555555,9460.0,755.0
2023-11-21,Run,Course à pied sur tapis roulant,121.0,0.48055555555555557,3100.0,235.0
2023-11-22,Bike,Vélo d'intérieur,143.0,1.0008333333333332,0.0,648.0
2023-11-23,Run,Course à pied sur tapis roulant,121.0,0.24138888888888888,1040.0,129.0
2023-11-24,Run,Saint-Mandé Course à pied,140.0,0.9286111111111112,8710.0,648.0
2023-11-26,Bike,Saint-Mandé Cyclisme,124.0,0.5188888888888888,11370.0,270.0
2023-11-28,Run,Vincennes Course à pied,148.0,0.7625,6510.0,518.0
2023-11-29,Bike,Vélo d'intérieur,144.0,0.3005555555555556,7340.0,220.0
2023-11-30,Bike,Vélo d'intérieur,154.0,1.8772222222222221,47190.0,1252.0
2023-12-02,Swim,En piscine,82.0,0.16333333333333333,300.0,30.0
2023-12-02,Swim,En piscine,131.0,0.3775,1000.0,211.0
2023-12-03,Bike,Vélo d'intérieur,140.0,1.441111111111111,34770.0,904.0
2023-12-04,Run,Course à pied sur tapis roulant,110.0,0.2313888888888889,1140.0,102.0
2023-12-06,Bike,Vélo d'intérieur,142.0,1.0386111111111112,29330.0,705.0
2023-12-15,Bike,Vélo d'intérieur,140.0,0.5430555555555555,11890.0,351.0
2023-12-16,Run,Vincennes Course à pied,139.0,0.9741666666666666,8600.0,642.0
2023-12-17,Bike,Vélo d'intérieur,136.0,1.0002777777777778,28530.0,588.0
2023-12-18,Bike,Vélo d'intérieur,159.0,0.4041666666666667,11320.0,334.0
2023-12-18,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),157.0,0.4072222222222222,13240.0,361.0
2023-12-20,Bike,Vélo d'intérieur,157.0,0.40166666666666667,11760.0,330.0
2023-12-20,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),156.0,0.405,13240.0,360.0
2023-12-23,Run,Course à pied sur tapis roulant,102.0,1.5075,4820.0,487.0
2023-12-24,Run,Philadelphia Course à pied,139.0,1.3447222222222222,11720.0,886.0
2023-12-28,Run,Course à pied,148.0,0.8955555555555555,8450.0,645.0
2024-01-03,Bike,Slope Workout,133.0,0.7080555555555555,20520.0,391.0
2024-01-03,Bike,Vélo d'intérieur,135.0,0.6819444444444445,19440.0,435.0
2024-01-07,Bike,Vélo d'intérieur,155.0,0.9611111111111111,23770.0,749.0
2024-01-07,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),149.0,0.4622222222222222,13240.0,340.0
2024-01-07,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),159.0,0.47305555555555556,13240.0,337.0
2024-01-08,Bike,Vélo d'intérieur,153.0,0.5161111111111111,12180.0,392.0
2024-01-08,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),156.0,0.4552777777777778,13220.0,351.0
2024-01-14,Bike,Vélo d'intérieur,114.0,1.5486111111111112,0.0,602.0
2024-01-14,Bike,Cape Town Cycle Tour,121.0,1.0666666666666667,30080.0,563.0
2024-01-16,Swim,En piscine,133.0,0.49333333333333335,1250.0,305.0
2024-01-16,Bike,easy effort spin,138.0,1.0191666666666668,0.0,666.0
2024-01-17,Run,Run Test,152.0,1.0138888888888888,8600.0,777.0
2024-01-21,Bike,Vo2 building duration intervals,143.0,1.1616666666666666,30990.0,777.0
2024-01-22,Swim,En piscine,127.0,0.4988888888888889,1300.0,286.0
2024-01-23,Bike,Cape Town Cycle Tour,144.0,1.1625,40020.0,737.0
2024-01-23,Bike,easy effort spin,149.0,1.0563888888888888,0.0,763.0
2024-01-23,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),150.0,0.44805555555555554,13230.0,345.0
2024-01-23,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),150.0,0.5486111111111112,13240.0,323.0
2024-01-24,Run,Run Test,141.0,1.001111111111111,9890.0,689.0
2024-01-25,Bike,Vélo d'intérieur,109.0,1.2625,12440.0,464.0
2024-01-25,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),145.0,0.47694444444444445,13240.0,346.0
2024-01-26,Swim,En piscine,134.0,0.38305555555555554,975.0,245.0
2024-01-31,Bike,Vélo d'intérieur,140.0,1.1666666666666667,23360.0,772.0
2024-01-31,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),132.0,0.5291666666666667,13240.0,313.0
2024-01-31,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),154.0,0.49527777777777776,13240.0,333.0
2024-02-13,Bike,Zone 1 easy effort spin,146.0,0.7502777777777778,16780.0,464.0
2024-02-13,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),158.0,0.45666666666666667,13230.0,343.0
2024-02-14,Swim,En piscine,136.0,0.49444444444444446,1250.0,316.0
2024-02-14,Run,Course à pied sur tapis roulant,150.0,1.0025,8900.0,727.0
2024-02-16,Bike,Bike Test,146.0,0.9230555555555555,0.0,657.0
2024-02-16,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),145.0,0.49416666666666664,13240.0,318.0
2024-02-16,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),146.0,0.39194444444444443,8670.0,210.0
2024-02-20,Bike,easy effort spin,137.0,0.7644444444444445,11950.0,493.0
2024-02-20,Run,Zone 4 Pyramid Run,133.0,1.281388888888889,7280.0,669.0
2024-02-21,Bike,Base Building steady effort,138.0,1.173888888888889,0.0,703.0
2024-02-23,Bike,Cape Town Cycle Tour,138.0,1.1780555555555556,38290.0,647.0
2024-02-23,Bike,Vo2 step up intervals,135.0,1.0058333333333334,0.0,573.0
2024-02-23,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),136.0,0.5091666666666667,13230.0,329.0
2024-02-27,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),138.0,0.41444444444444445,13240.0,226.0
2024-02-27,Bike,Easy mixed Effort spin,130.0,0.82,16630.0,462.0
2024-02-27,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),131.0,0.5427777777777778,13230.0,312.0
2024-02-28,Run,Vincennes - Zone 4 Pyramid Run,147.0,0.8363888888888888,7150.0,573.0
2024-02-28,Bike,Base Building steady effort,137.0,1.05,23130.0,638.0
2024-02-28,Bike,Cape Town Cycle Tour,138.0,0.9808333333333333,24310.0,463.0
2024-02-29,Bike,Vo2 step up intervals,139.0,1.0016666666666667,23160.0,613.0
2024-03-01,Run,Zone 1 Run,142.0,0.7697222222222222,6080.0,526.0
2024-03-02,Bike,Cape Town Cycle Tour,139.0,1.0091666666666668,32009.999999999996,530.0
2024-03-02,Bike,Muscular Endurance broken interv,128.0,0.7341666666666666,14100.0,393.0
2024-03-02,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),132.0,0.5266666666666666,13240.0,319.0
2024-03-03,Run,Vincennes - Long Zone 2 Run,132.0,1.3897222222222223,8590.0,788.0
2024-03-05,Run,Paris - Zone 3 Intervals,142.0,0.6969444444444445,6330.0,498.0
2024-03-05,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),118.0,0.17972222222222223,5290.0,77.0
2024-03-05,Bike,Easy mixed Effort spin,133.0,0.7505555555555555,14110.0,454.0
2024-03-05,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),134.0,0.6175,13190.0,317.0
2024-03-06,Bike,Base Building,131.0,1.1477777777777778,0.0,615.0
2024-03-06,Swim,En piscine,120.0,0.38333333333333336,1000.0,194.0
2024-03-07,Bike,Cape Town Cycle Tour,130.0,1.1436111111111111,36680.0,605.0
2024-03-07,Bike,Vo2 short recovery intervals,142.0,0.9538888888888889,22680.0,621.0
2024-03-07,Bike,Cape Town Cycle Tour,142.0,0.9258333333333333,24190.0,488.0
2024-03-12,Bike,Vélo d'intérieur,128.0,1.0025,22740.0,540.0
2024-03-14,Bike,Cape Town Cycle Tour,127.0,1.0119444444444445,31600.0,497.0
2024-03-14,Bike,Bike Test,149.0,1.0013888888888889,24470.0,735.0
2024-03-15,Swim,En piscine,137.0,0.19972222222222222,550.0,143.0
2024-03-15,Run,Zone 2 Run,152.0,1.0058333333333334,8800.0,793.0
2024-03-19,Bike,Cape Town Cycle Tour,142.0,1.1494444444444445,36920.0,620.0
2024-03-19,Run,Paris - Zone 4 Pyramid Run,149.0,0.7852777777777777,7400.0,578.0
2024-03-19,Bike,Base Building steady effort,131.0,0.6675,12990.0,393.0
2024-03-20,Bike,Base Build Pyramid,120.0,0.6983333333333334,0.0,333.0
2024-03-21,Run,Vincennes - Zone 3 Intervals,140.0,0.6097222222222223,5760.0,429.0
2024-03-22,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),131.0,0.46416666666666667,13240.0,190.0
2024-03-22,Bike,Muscular Endurance,133.0,0.5569444444444445,12340.0,343.0
2024-03-24,Bike,Gascony - Lavardens Cycle Tour Demo - Lavardens Cycle Tour Demo (Gascony),133.0,0.38305555555555554,13240.0,248.0
2024-03-24,Bike,Vo2 step up intervals with found,134.0,1.596111111111111,37090.0,842.0
2024-03-24,Bike,Cape Town Cycle Tour,135.0,1.521388888888889,41380.0,822.0
2024-03-26,Bike,Easy mixed Effort spin,131.0,0.7508333333333334,0.0,461.0
2024-03-26,Run,Zone 3 Intervals,121.0,0.5511111111111111,4400.0,297.0
2024-04-02,Run,Zone 4 Pyramid Run,138.0,0.9405555555555556,6630.0,595.0
2024-04-02,Bike,Base Building,139.0,1.0005555555555556,20810.0,644.0
2024-04-04,Bike,Vo2 intervals,121.0,0.7516666666666667,0.0,381.0
2024-04-04,Run,Zone 5 Hill Repeats,147.0,0.5866666666666667,3910.0,430.0
2024-04-06,Bike,Cape Town Cycle Tour,146.0,1.8108333333333333,52150.0,1026.0
2024-04-06,Bike,Muscular Endurance broken interv,147.0,1.8,47640.0,1150.0
2024-04-11,Bike,Muscular Endurance,143.0,1.0286111111111111,29050.0,715.0
2024-04-11,Bike,Cape Town Cycle Tour,143.0,1.0266666666666666,30590.0,636.0
2024-04-12,Run,Zone 3 Intervals,133.0,0.8336111111111111,7100.0,486.0
2024-04-13,Bike,Cape Town Cycle Tour,140.0,1.3019444444444443,38180.0,752.0
2024-04-13,Bike,Vo2 intervals,141.0,1.2994444444444444,34470.0,825.0
2024-04-16,Swim,Nat. piscine,127.0,0.3233333333333333,825.0,200.0
2024-04-16,Run,Zone 1 Run,143.0,0.5008333333333334,4670.0,374.0
2024-04-16,Bike,Vo2 short recovery intervals,133.0,0.5247222222222222,0.0,332.0
2024-04-17,Bike,Cape Town Cycle Tour,142.0,1.2597222222222222,38370.0,750.0
2024-04-17,Bike,Base Building,142.0,1.2505555555555556,35130.0,832.0
2024-04-19,Bike,Easy Effort spin,116.0,0.7133333333333334,14480.0,313.0
2024-04-21,Bike,Muscular Endurance with step dow,128.0,1.6655555555555555,48650.0,806.0
2024-04-21,Bike,Cape Town Cycle Tour,128.0,1.5019444444444445,43380.0,809.0
2024-04-23,Bike,Easy Effort spin,121.0,0.5741666666666667,0.0,290.0
2024-04-23,Run,Zone 3 Intervals,142.0,0.7136111111111111,6390.0,468.0
2024-04-25,Bike,Cape Town Cycle Tour,137.0,1.335,40250.0,775.0
2024-04-25,Bike,Base Build Pyramid,135.0,1.4202777777777778,35880.0,760.0
2024-04-28,Bike,Endurance Step Ups,138.0,2.4991666666666665,57810.0,1227.0
2024-04-28,Bike,Cape Town Cycle Tour,139.0,2.4394444444444443,66620.0,1331.0
2024-04-28,Run,Vincennes - Zone 2 Run,153.0,0.9233333333333333,8430.0,674.0
2024-05-03,Bike,Endurance Step Ups,136.0,2.9419444444444443,73140.0,1429.0
2024-05-03,Bike,Cape Town Cycle Tour,136.0,2.9369444444444444,84160.0,1693.0
2024-05-06,Run,Zone 5 Hill Repeats,149.0,0.6375,4880.0,481.0
2024-05-10,Bike,Muscular Endurance,136.0,0.7369444444444444,21340.0,456.0
2024-05-13,Bike,Cape Town Cycle Tour,136.0,0.7319444444444444,24160.0,426.0
2024-05-13,Bike,Vo2 short recovery step up inter,124.0,0.46416666666666667,0.0,259.0
2024-05-14,Run,Zone 5 Repeats,148.0,0.7105555555555556,4880.0,515.0
2024-05-15,Bike,Cape Town Cycle Tour,125.0,0.4483333333333333,14980.0,261.0
2024-05-15,Bike,Easy Effort spin,128.0,0.7508333333333334,16720.0,394.0
2024-05-19,Bike,Race Pace Intervals,134.0,3.508888888888889,0.0,1599.0
2024-05-19,Bike,Cape Town Cycle Tour,137.0,2.5869444444444443,84170.0,1396.0
2024-05-19,Run,Vincennes - Zone 2 Run,135.0,1.0472222222222223,8370.0,643.0
2024-05-21,Run,Vincennes - Zone 3 Intervals,139.0,0.9047222222222222,8530.0,631.0
2024-05-23,Bike,Vélo d'intérieur,128.0,0.6105555555555555,17060.0,350.0
2024-05-24,Bike,Endurance Step Ups,140.0,1.1983333333333333,26120.0,716.0
2024-05-24,Run,Vincennes - Zone 2b Long Run,130.0,0.8977777777777778,6960.0,519.0
2024-05-26,Bike,Race Pace Intervals,134.0,3.431111111111111,82320.0,1577.0
2024-05-28,Run,Zone 3 Intervals,130.0,1.1344444444444444,9460.0,599.0
2024-05-30,Run,Zone 2b Long Run,139.0,0.8702777777777778,8170.0,548.0
2024-06-02,Bike,Race Pace Intervals,131.0,0.85,22070.0,507.0
2024-06-03,Bike,Race Pace Intervals,134.0,4.377777777777778,105780.0,1949.0
2024-06-03,Run,Vincennes - Brick Run,133.0,0.9205555555555556,7040.0,543.0
2024-06-07,Swim,Nat. piscine,122.0,0.27055555555555555,525.0,172.0
2024-06-09,Run,Los Santos Course à pied,145.0,0.7466666666666667,7130.0,544.0
2024-06-18,Run,Zone 3 Intervals,149.0,1.0619444444444444,9440.0,729.0
2024-06-23,Bike,Race Pace Intervals,141.0,4.745555555555556,109660.0,2255.0
2024-06-24,Swim,Nat. piscine,136.0,0.38055555555555554,1000.0,251.0
2024-06-25,Swim,Nat. piscine,123.0,0.1786111111111111,525.0,107.0
2024-06-25,Run,Zone 3 Intervals,144.0,0.4872222222222222,4310.0,339.0
2024-06-30,Swim,Nat. piscine,144.0,0.5186111111111111,1600.0,378.0
2024-07-03,Bike,Race Pace Intervals,131.0,1.7505555555555556,33030.0,852.0
2024-07-04,Run,Zone 2b Long Run,145.0,0.7977777777777778,7400.0,543.0
2024-07-04,Swim,Nat. piscine,132.0,0.225,600.0,142.0
2024-07-05,Swim,Nat. piscine,134.0,0.5238888888888888,1350.0,317.0
2024-07-07,Bike,Race Pace Intervals,140.0,5.006666666666667,92890.0,2377.0
2024-07-07,Run,Vincennes - Brick Run,140.0,0.9436111111111111,8240.0,620.0
2024-07-10,Run,Vincennes - Zone 3 Intervals,145.0,1.0741666666666667,11100.0,793.0
2024-07-10,Swim,Nat. piscine,133.0,0.2638888888888889,700.0,180.0
2024-07-14,Bike,Vincennes - Race Pace Intervals,132.0,1.3308333333333333,33740.0,667.0
2024-07-14,Swim,Nat. piscine,139.0,0.5936111111111111,1675.0,414.0
2024-07-20,Bike,Saint-Mandé - Race Pace Intervals,151.0,3.3955555555555557,90020.0,1996.0
2024-07-20,Run,Vincennes - Brick Run Mile Repeats,137.0,0.7936111111111112,5900.0,467.0
2024-07-21,Run,Vincennes Course à pied,133.0,0.22972222222222222,2160.0,160.0
2024-07-29,Bike,Saint-Mandé - Race Pace Intervals,143.0,5.110277777777778,116450.0,2617.0
2024-07-30,Swim,Nat. piscine,130.0,0.6272222222222222,875.0,304.0
2024-07-30,Swim,Nat. piscine,118.0,0.02088888888888889,50.0,11.0
2024-07-30,Swim,Nat. piscine,126.0,0.17583333333333334,400.0,109.0
2024-07-30,Run,Paris Course à pied,140.0,0.43333333333333335,3660.0,310.0
2024-08-03,Run,Vincennes - Brick Run Mile Repeats,108.0,2.4391666666666665,10140.0,928.0
2024-08-05,Bike,Saint-Mandé - Race Pace Intervals,146.0,5.3036111111111115,137150.0,2831.0
2024-08-08,Swim,Nat. piscine,139.0,1.1933333333333334,4000.0,730.0
2024-08-18,Swim,Nat. piscine,140.0,1.456388888888889,6350.0,957.0
2024-08-18,Bike,Langen (Hessen) Cyclisme,147.0,6.690277777777778,174860.0,3196.0
2024-08-18,Run,Frankfurt am Main Course à pied,128.0,5.7275,42690.0,3140.0
2024-08-23,Bike,Paris - easy ride,125.0,0.8155555555555556,19060.0,428.0
2024-08-27,Swim,Nat. piscine,126.0,0.5005555555555555,2100.0,302.0
2024-08-29,Swim,Nat. piscine,112.0,0.2563888888888889,1200.0,240.0
2024-09-04,Bike,Vincennes - Muscular Endurance,130.0,0.6633333333333333,14510.0,367.0
2024-09-10,Run,Zone 5 Repeats,147.0,0.7355555555555555,6710.0,555.0
2024-09-23,Swim,Nat. piscine,130.0,0.07197222222222223,400.0,66.0
2024-09-23,Swim,Nat. piscine,144.0,0.11830555555555555,325.0,94.0
2024-09-26,Swim,Nat. piscine,136.0,0.36972222222222223,1000.0,255.0
2024-10-04,Run,Run Test,141.0,0.37444444444444447,2710.0,278.0
2024-10-07,Bike,Paris - Easy Effort spin,140.0,0.5225,3950.0,357.0
2024-10-07,Run,Zone 3 Intervals,157.0,0.22722222222222221,1730.0,187.0
2024-10-16,Bike,Vincennes - Base Build Pyramid,151.0,0.7802777777777777,20730.0,601.0
