"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Muscular Endurance","Bike","Warm Up: -10 minutes Zone 1 -10 minutes Zone 2 Main Set: -2 x 10 minutes in Zone 3 with 5 minutes of recovery in Zone 1 after each interval Cool Down: -10 minutes Zone 1","1","","2022-06-03","Longer steady Muscular endurance sets working on strengthening your maximum sustained power","0","","","","","0.53584748506546","0","","","","127","164","","","0.625505275972028","22.86","15","2","2","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 1 Run","Run","40 minutes in zone 1","0.666666666666667","","2022-06-04","Nice and easy run!","8711.5595703125","","","","","1.89078664779663","1.27999997138977","","72","","150","180","","","0.511999988555908","55.78","35","45","24","10","3","3","0","","","","","","","","","","","","","","",""
"Swim FTP Test","Swim","Warm Up: 200 Swim, 200 Kick, 200 Pull 1,000 yard Time Trail! Cool Down: 100 easy","0.818333333333333","1554.47998046875","2022-06-04","STANDARD TEST 1,000 yard/meter time trial In this test, you swim 1,000 meters as fast as you can without a break. Then take your average 100-meter time for the test and apply that as your Threshold Swim Pace. In TrainingPeaks you can either enter your average 100-meter time in seconds under Threshold Pace, or you can select “Distance/Duration,” select the distance of your test and enter your result; the app will then calculate your threshold for you.","1100","","","","","0.445988890859816","0.68407960199005","","23","","139","165","","","1.16470265311545","70.46","7","16","1","0","0","0","0","","","","","","","","","","","","","","",""
"Vo2 short recovery step up intervals","Bike","Warm Up: -15 minutes Zone 1 Main Set: -4 x 3 minute step up sprints done as :30 seconds in low Zone 4, 1 minute in high Zone 4, 1 minute in low Zone 5, :30 seconds in high Zone 5 around 120% of FTP with 5 minutes of recovery in between sets in Zone 1 -63 minutes Zone 2 Cool Down: -10 minutes Zone 1","2","","2022-06-05","These are high intensity step up intervals starting in low Zone 4 and going to upper Zone 5 at or around 120% of FTP.","0","","","","","2.02744245529175","0","","","","143","178","","","0.674202647712014","103.9","50","59","5","6","4","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2022-06-05","","2201.63989257813","","","","","0.355904698371887","1.71800005435944","","55","","117","130","","","0.681202694551541","17.83","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"25s Sprint workout","Swim","200 zone 1 easy warm up 8x100 Zone 4 50 kick 50 swim WITH fins, so these need to be HARD 3x(4x25 Zone 5) done as: #1: build DOWN (fat to slow) #2: build up (slow to fast) #3: easy #4: all out SPRINT 2x400 Zone 2 free build 100 Zone 1 easy cool down","1.11980133374532","2011.68005371094","2022-06-07","2200 yards. This workout requires fins to be done as written, but can be done without.","1350","","","","","0.511726390918096","0.729335494327391","","25","","140","164","","","1.24578292484828","98.94","14","15","2","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 5 Repeats","Run","Warm up for 10 minutes in zone 1-2 then do: 8X1 minutes in zone 5 with 2 minutes easy recovery in-between cool down for 10 minutes in zone 1-2","0.733333333333333","","2022-06-07","These need to be FAST and all out!","4246.43017578125","","","","","0.744052827358246","1.58500003814697","","68","","142","175","","","0.634000015258789","32.89","15","17","5","3","0","0","0","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 4X4 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","0.9","","2022-06-09","","8008.830078125","","","","","0.956983923912048","2.32500004768372","","73","","150","175","","","0.965460859427538","98.7","10","29","8","11","1","0","0","","","","","","","","","","","","","","",""
"Short Sprints With Builds","Swim","Warm up Zone 1: 100 easy swim, 4X50 kick 8X25 Zone 5 sprint 4x50 Zone 5 sprint 2x100 Zone 1 easy 200 Zone 3 150 Zone 1 Pull 4x50 build Zone 4-5 (each one gets faster) 2x100 Zone 4-5 build (each one gets faster) 200 Zone 2b 150 Zone 1 pull 200 Zone 1 easy cool down","1.08888888888889","2011.68005371094","2022-06-09","2200 yards. This workout requires paddles to complete as written, but can be done without. You may kick with or without fins","1925","","","","","0.673119447496202","0.793487221764221","","24","","141","169","","","1.35047023401134","165.79","15","21","2","1","0","0","0","","","","","","","","","","","","","","",""
"Endurance Step Ups","Bike","Warm Up: -9 minutes Zone 1 Main Set: -3 x 12 minute step ups done as 5 minutes in low zone 3, 5 minutes in high Zone 3, 2 minutes in low Zone 4 with 10 minutes of recovery in Zone 1 after each interval set","1.25","","2022-06-10","These are tough intervals that will really build strength and speed. Each Interval set is 12 minutes long Starting in low Zone 3 and building up to Zone 4 with 10 minutes of recovery after. The interval set is repeated a total of 3 times.","0","","","","","1.22348916530609","0","","","","146","178","","","0.711549341205832","68.96","37","10","11","15","4","0","0","","","","","","","","","","","","","","",""
"Zone 2 Run","Run","Warm up for 5 minutes in zone 1, 65 minutes in zone 2, 5 minutes zone 1 cool down","1.25","","2022-06-11","","15789.7998046875","","","","","2.08402585983276","2.10500001907349","","142","","147","164","","","0.874435586932247","179.79","16","100","6","0","0","0","0","","","","","","","","","","","","","","",""
"4X500 Endurance Swim","Swim","Warm up Zone 1: 100 swim, 200 kick 4x500 at IM race pace...keep your HR under control. Rest 1 minute in-between easy Zone 1 cool down: 100","1.20177822113037","2194.56005859375","2022-06-11","You may kick with or without fins","2325","","","","","0.848777503967285","0.760798429319372","","25","","141","165","","","1.29352705689639","183.7","16","27","4","0","0","0","0","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -20 minutes Zone 1 Main Set: -20 minutes Zone 2 -10 minutes Zone 1 -20 minutes high Zone 2 - low Zone 2b -10 minutes Zone 1 -20 minutes Zone 2 -10 minutes Zone 1 -10 minutes high Zone 2 - low Zone 2b -10 minutes Zone 3 -10 minutes Zone 1 Cool Down: -70 minutes Zones 1-2","3.5","","2022-06-12","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. The first 30 minutes of these race intervals are at or just below expected race pace, Second 30 minutes are just above race pace. Third 30 minutes at or just below expected race pace, The Last set is 40 minutes long giving you a longer push to get through the fatigue. Done as 30 minutes high Zone 2-low Zone 2b with the last 10 minutes being in Zone 3. These higher paced intervals will get your muscles used to higher intensity to better set you up on race day.","2689.42993164063","","","","","3.53268504142761","0.210999995470047","","","","139","169","","","0.649802522629051","170.53","105","80","13","1","0","0","0","","","","","","","","","","","","","","",""
"Zone 1 Run","Run","30 minutes in zone 1","0.5","","2022-06-12","Nice and easy run!","3415.03002929688","","","","","0.504914164543152","1.87899994850159","","144","","136","146","","","0.748018996236537","30.77","26","5","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 6X4 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","1.1","","2022-06-14","","4998.8701171875","","","","","1.05912554264069","1.31099998950958","","130","","135","173","","","0.524399995803833","32.31","6","11","9","13","0","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2022-06-14","","3000","","","","","1.07518750402662","0.774393391843056","","25","","145","169","","","1.31759963853857","245.94","20","44","5","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 8X4 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","1.3","","2022-06-21","","8073.259765625","","","","","0.923984169960022","2.42700004577637","","153","","152","173","","","0.974640117407089","97.06","7","27","15","9","0","0","0","","","","","","","","","","","","","","",""
"Kick it Into Gear!","Swim","Warm up Zone 1: 200 swim, 200 kick, 200 pull Main Set: 700 Zone 2b swim concentrating on form and technique 8x150 Zone 4 WITH fins done as: 50 kick on back, 75 sprint 5x100 Zone 2 pull 200 Zone 1 cool down","1.5725791115231","2926.080078125","2022-06-21","This workout requires fins and paddles as written, but can be done without.","1550","","","","","0.633030835787455","0.679526523454625","","24","","131","152","","","1.15625401333562","97.86","23","8","0","0","0","0","0","","","","","","","","","","","","","","",""
"Easy Effort spin","Bike","30 minutes in Zone 1","0.5","","2022-06-22","This is designed as a low effort ride with a focus on active recovery. This is a great workout to work on maintaining a high cadence if you are used to keeping it under 88","0","","","","","0.522585570812225","0","","","","132","144","","","0.605965930197685","20.91","27","1","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 2b Long Run","Run","Warm up in zone 1-2 for 10 minutes then do: 4x20 minutes in zone 2b with 3 minutes zone 1-2 recovery in-between cool down for 10 minutes in zone 1-2","1.86666666666667","","2022-06-23","","16021.009765625","","","","","1.87486934661865","2.37400007247925","","143","","154","170","","","0.979769154162999","202.52","9","40","59","7","0","0","0","","","","","","","","","","","","","","",""
"Broken 500s","Swim","Warm up Zone 1: 100 swim, 100 kick, 100 Pull 4x50 kick Zone 1 500 Zone 3 free broken done as: 150, 200, 150 on 15 seconds rest 4x100 Zone 2 pull on 20 seconds rest 500 free Zone 3 broken done as: 200, 100, 200 on 15 seconds rest 4x25 Zone 5 sprint 500 free Zone 3 broken done as: 100, 100, 100, 100, 100 on 15 seconds rest 100 Zone 1 easy cool down","1.32499599986606","2377.43994140625","2022-06-23","This workout requires paddles to be completed as written, but can be done without. You may kick with or without fins","2325","","","","","0.853292225731744","0.75609756097561","","25","","139","164","","","1.28668307709606","181.77","25","21","2","0","0","0","0","","","","","","","","","","","","","","",""
"Endurance Swim","Swim","Warm up: 200 Zone 1 easy 8x50 Zone 5 sprint 2x1000 Zone 2b Race Pace! Record your time! 100 easy Zone 1 cool down","1.30020666546292","2468.88012695313","2022-06-25","2700 yards","4000","","","","","1.47904417143928","0.751173708920188","","25","","144","172","","","1.27710106659681","308.08","25","51","9","2","0","0","0","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -15 minutes Zone 1 Main Set: -4 x 35 minutes at high Zone 2 - mid Zone 2b with 15 minutes of recovery in Zone 1 after each interval Cool Down: -85 minutes Zone 1","5","","2022-06-26","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts to be slightly above the pace you plan on racing at.","2434.84008789063","","","","","5.03083562850952","0.13400000333786","","","","135","161","","","0.641195640068855","238.57","88","121","6","0","0","0","0","","","","","","","","","","","","","","",""
"Brick Run","Run","5 minutes in zone 1, 50 minutes in zone 2, 5 minutes in zone 1","1","","2022-06-26","run right off the bike!","5246.31005859375","","","","","1.00921809673309","1.44400000572205","","142","","146","161","","","0.577600002288818","37.31","9","48","2","0","0","0","0","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -15 minutes Zone 1 Main Set: -5 x 30 minutes at high Zone 2 - mid Zone 2b with 15 minutes of Zone 1 after each interval Cool Down: 60 minutes Zone 1","5","","2022-07-10","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts be slightly above the pace you plan on racing at.","43660.26171875","","","","","2.50675702095032","4.83799982070923","","","","139","178","","","0.692098377089373","136.1","26","43","23","17","1","0","0","","","","","","","","","","","","","","",""
"Brick Run Mile Repeats","Run","Warm up for 10 minutes in zone 1-2 then do: 2X1 miles in zone 2b with .25 miles zone 1 recovery in-between 5 minutes in zone 1-2","0.750555555555556","5845","2022-07-10","","5001.27978515625","","","","","0.617640852928162","2.24900007247925","","148","","152","172","","","0.914215352376699","56.49","3","19","14","3","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-07-11","","14481.8203125","","","","","0.645261645317078","6.23400020599365","","","","147","175","","","0.7124172001928","35.88","13","15","3","7","0","0","0","","","","","","","","","","","","","","",""
"Zone 3 Intervals","Run","Warm up for 20 minutes in zone 1-2 then do: 6X5 minutes in zone 3 on 2 minutes recovery in-between. cool down for 10 minutes in zone 1-2","1.2","","2022-07-12","","6507.06005859375","","","","","1.42961406707764","1.26400005817413","","124","","151","175","","","0.505600023269653","40.84","7","16","26","25","1","0","0","","","","","","","","","","","","","","",""
"Long Endurance Swim","Swim","Warm up Zone 1: 200 swim, 200 kick, 200 pull 500 Zone 2b 20 x 25 Zone 5 SPRINT 1000 Zone 2b 100 Zone 1 easy kick 500 Zone 2b 100 Zone 1 easy cool down","1.67508044189877","3017.52001953125","2022-07-14","3300 yards. This workout requires paddles as written, but may be done without. You may kick with or without fins.","1300","","","","","0.526388334698147","0.685654008438819","","25","","131","157","","","1.16622814075262","83.49","17","7","0","0","0","0","0","","","","","","","","","","","","","","",""
"Muscular Endurance broken intervals","Bike","Warm Up: -5 minutes Zone 1 -10 minutes Zone 2 Main Set: -3 x 8 minutes done as 3 minutes in Zone 3, 1 minute in Zone 4, 3 minutes in Zone 3, 1 minute in Zone 4 with 4 minutes of recovery in Zone 1 in between interval sets Cool Down: 9 minutes Zone 1","1","","2022-07-14","These are Zone 3 efforts broken up with Zone 4 sprints to increase speed while working on muscular endurance.","20775.6796875","","","","","0.764043927192688","7.55299997329712","","","","154","179","","","0.775894272744922","50.6","4","15","13","11","2","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2022-07-14","","3258.02001953125","","","","","0.37266942858696","2.42799997329712","","150","","150","164","","","0.971763046245543","38.05","3","14","6","0","0","0","0","","","","","","","","","","","","","","",""
"Muscular Endurance","Bike","Warm Up: -3 minutes Zone 1 -5 minutes Zone 2 Main Set: -4 x 10 minutes in Zone 3 with 3 minutes of recovery in Zone 1after each interval","1","","2022-07-15","Longer steady Muscular endurance sets working on strengthening your maximum sustained power with shorter recovery times","30187.9609375","","","","","1.11878335475922","7.49499988555908","","","","144","176","","","0.719018645183353","64.26","17","15","12","14","1","0","0","","","","","","","","","","","","","","",""
"Endurance Swim","Swim","Warm up: 200 Zone 1 swim easy 3X1000 Zone 2b! Record your time! 100 Zone 1 easy cool down","1.59056977695889","3017.52001953125","2022-07-16","3300 yards","1650","","","","","0.616477224561903","0.743243243243243","","27","","145","163","","","1.26390178845679","124.47","7","28","2","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 2b Long Run","Run","Warm up in zone 1-2 for 15 minutes then do: 4x25 minutes in zone 2b with 3 minutes zone 1-2 recovery in-between cool down for 10 minutes in zone 1-2","2.28333333333333","","2022-07-16","","0","","","","","0.00346555560827255","0","","","","69","75","","","0.562572521536438","0.11","","","","","","","","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2022-07-16","","10551.3203125","","","","","2.11138200759888","1.38800001144409","","138","","145","167","","","0.555200004577637","73.46","29","77","23","0","0","0","0","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -30 minutes Zone 1 Main Set: 5 x 30 minutes done as 25 minutes at high Zone 2 - mid Zone 2b, 5 minutes Zone 3 with 15 minutes of recovery in Zone 1 after each interval set Cool Down: 105 minutes Zone 1","6","","2022-07-17","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts to be above the pace you plan on racing at. These are long race efforts, use them to be comfortable in aero and to get used to what race day will feel like","79717.6171875","","","","","3.79862380027771","5.8289999961853","","","","130","173","","","0.633371796284968","174.54","81","60","13","6","0","0","0","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -30 minutes Zone 1 Main Set: 5 x 30 minutes done as 25 minutes at high Zone 2 - mid Zone 2b, 5 minutes Zone 3 with 15 minutes of recovery in Zone 1 after each interval set Cool Down: 105 minutes Zone 1","6","","2022-07-19","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. Have these interval efforts to be above the pace you plan on racing at. These are long race efforts, use them to be comfortable in aero and to get used to what race day will feel like","125179.59375","","","","","5.01854658126831","6.92899990081787","","","","142","176","","","0.676942373429199","265.27","97","128","34","16","1","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2022-07-21","","1500","","","","","0.573061390982734","0.726744186046512","","26","","130","157","","","1.23605139777193","108.22","20","6","0","0","0","0","0","","","","","","","","","","","","","","",""
"Broken 1000","Swim","Warm up Zone 1: 200 drill, 200 swim, 200 kick Broken 1000 Zone 3: 5x100 negative split (second half of the 100 is fatser than the first) 5x100 done as 100 SPRINT, 100 race pace, 100 kick, 100 SPRINT 3x300 Zone 3 as: first 100 FAST, 2nd 100 race pace, 3rd 100 easy 8x50 Zone 1 25 drill/25 sprint 100 Zone 1 cool down easy","1.52653289000193","2743.2001953125","2022-07-22","3000 yards. You may drill and kick with or without fins.","1075","","","","","0.409657779269748","0.728813559322034","","26","","135","154","","","1.23917795432519","77.95","13","8","0","0","0","0","0","","","","","","","","","","","","","","",""
"Zone 2b Long Run","Run","Warm up in zone 1-2 for 10 minutes then do: 4x30 minutes in zone 2b with 3 minutes zone 1-2 recovery in-between cool down for 10 minutes in zone 1-2","2.53333333333333","","2022-07-22","","19483.189453125","","","","","2.37204813957214","2.28200006484985","","140","","146","167","","","0.960461770065301","247.71","21","61","54","1","0","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2022-07-24","","4050","","","","","1.39662334018283","0.80532909127063","","26","","144","162","","","1.36937422207883","358.63","24","53","7","0","0","0","0","","","","","","","","","","","","","","",""
"Race Pace Intervals","Bike","Warm Up: -20 minutes Zone 1 Main Set: -20 minutes Zone 2 -5 minutes Zone 1 -20 minutes high Zone 2 - low Zone 2b -5 minutes Zone 1 -20 minutes Zone 2 -5 minutes Zone 1 -10 minutes high Zone 2 - low Zone 2b -10 minutes Zone 3 Cool Down: -5 minutes Zone 1","2","","2022-08-01","This is a race simulated workout. Simulate race day as much as possible by riding a route similar to the race course, using same race equipment, also practicing race nutrition. The first 20 minutes of these race intervals are at or just below expected race pace, Second 20 minutes are just above race pace. Third 20 minutes at or just below expected race pace, The Last 20 minutes are broken up as 10 minutes above race pace with the last 10 minutes being in Zone 3. These higher paced intervals will get your muscles used to higher intensity to better set you up on race day.","46103.48046875","","","","","1.80184578895569","7.10699987411499","","","","143","169","","","0.688747134558734","96.1","34","48","21","1","0","0","0","","","","","","","","","","","","","","",""
"Brick Run Mile Repeats","Run","Warm up for 10 minutes in zone 1-2 then do: 2X1 miles in zone 2b (race pace) with .25 miles zone 1 recovery in-between 5 minutes zone 1-2","0.750555555555556","5845","2022-08-01","","5352.10009765625","","","","","0.763262510299683","1.94799995422363","","118","","146","166","","","0.971412294464799","79.26","6","14","19","1","0","0","0","","","","","","","","","","","","","","",""
"Simple Swim","Swim","Warm Up Zone 1 (do this 2 times through) : 2x200 (50 kick, 50 swim, 50 kick, 50 swim), 3x100 Easy 1x200 Zone 3 2x75 Zone 4-5 1x150 Zone 3 2x125 Zone 3 1x100 Zone 4 2x75 Zone 5 1x50 Zone 5 cool down Zone 1 200 easy","1.34272711171044","2423.16015625","2022-08-02","2650 yards. You can kick with or without fins.","1450","","","","","0.487316946453518","0.826210826210826","","27","","129","159","","","1.40508600656171","135.18","7","8","1","0","0","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2022-08-07","","4175","","","","","1.47336444642809","0.787141779788839","","28","","158","174","","","1.33811276806455","353.01","2","3","59","25","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-08-07","","178391.015625","","","","","7.66699314117432","6.46299982070923","","","","147","173","","","0.697940994547444","435.36","109","198","120","19","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2022-08-07","","42937.03125","","","","","6.15345096588135","1.93799996376038","","135","","130","162","","","0.814203704329937","472.89","198","65","1","0","0","0","0","","","","","","","","","","","","","","",""
"easy ride","Bike","nice and easy ride for active recovery Don't worry about staying in a specific zones just ride","0.5","","2022-08-21","","11527.7998046875","","","","","0.702062249183655","4.56099987030029","","","","131","172","","","0.673068619632877","34.92","6","4","6","4","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-09-01","","16777.369140625","","","","","0.697105824947357","6.68499994277954","","","","133","166","","","0.647384859938527","32.08","14","11","3","0","0","0","0","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2022-09-03","","0","","","","","0.421598613262177","0","","","","138","161","","","0.674243153805519","20.78","10","10","2","0","0","0","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-09-04","","17460.98046875","","","","","0.759334444999695","6.38800001144409","","","","140","169","","","0.721611349509379","43.49","2","6","20","2","0","0","0","","","","","","","","","","","","","","",""
"Running","Run","","","","2022-09-11","","693.900024414063","","","","","0.0980738922953606","1.9650000333786","","144","","120","133","","","0.78628897950602","6.34","1","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2022-09-13","","1132.38000488281","","","","","0.338721394538879","0.929000020027161","","113","","107","147","","","0.377317022395335","5.21","2","0","0","0","0","0","0","","","","","","","","","","","","","","",""
